,TABLETYPE,ICD10-CM,ICD9-CM
33103,M,8021,8021
33104,M,8022,8022
33105,M,8030,8030
33106,M,8031,8031
33107,M,8032,8032
33108,M,8033,8033
33109,M,8034,8034
33110,M,8040,8040
33111,M,8041,8041
33112,M,8042,8042
33113,M,8043,8043
33114,M,8044,8044
33115,M,8045,8045
33116,M,8050,8050
33117,M,8051,8051
33118,M,8052,8052
33119,M,8053,8053
33120,M,8060,8060
33121,M,8070,8070
33122,M,8071,8071
33123,M,8072,8072
33124,M,8073,8073
33125,M,8074,8074
33126,M,8075,8075
33127,M,8076,8076
33128,M,8077,8077
33129,M,8080,8080
33130,M,8081,8081
33131,M,8082,8082
33132,M,8090,8090
33133,M,8091,8091
33134,M,8092,8092
33135,M,8093,8093
33136,M,8094,8094
33137,M,8095,8095
33138,M,8096,8096
33139,M,8100,8100
33140,M,8101,8101
33141,M,8102,8102
33142,M,8110,8110
33143,M,8120,8120
33144,M,8121,8121
33145,M,8122,8122
33146,M,8123,8123
33147,M,8124,8124
33148,M,8130,8130
33149,M,8140,8140
33150,M,8141,8141
33151,M,8142,8142
33152,M,8143,8143
33153,M,8144,8144
33154,M,8145,8145
33155,M,8146,8146
33156,M,8147,8147
33157,M,8150,8150
33158,M,8151,8151
33159,M,8152,8152
33160,M,8153,8153
33161,M,8154,8154
33162,M,8155,8155
33163,M,8160,8160
33164,M,8161,8161
33165,M,8162,8162
33166,M,8170,8170
33167,M,8171,8171
33168,M,8180,8180
33169,M,8190,8190
33170,M,8191,8191
33171,M,8200,8200
33172,M,8201,8201
33173,M,8202,8202
33174,M,8210,8210
33175,M,8211,8211
33176,M,8220,8220
33177,M,8221,8221
33178,M,8230,8230
33179,M,8231,8231
33180,M,8240,8240
33181,M,8241,8241
33182,M,8243,8243
33183,M,8244,8244
33184,M,8245,8245
33185,M,8246,8246
33186,M,8247,8247
33187,M,8248,8248
33188,M,8250,8250
33189,M,8251,8251
33190,M,8260,8260
33191,M,8261,8261
33192,M,8262,8262
33193,M,8263,8263
33194,M,8270,8270
33195,M,8271,8271
33196,M,8280,8280
33197,M,8281,8281
33198,M,8290,8290
33199,M,8300,8300
33200,M,8310,8310
33201,M,8311,8311
33202,M,8312,8312
33203,M,8313,8313
33204,M,8314,8314
33205,M,8315,8315
33206,M,8320,8320
33207,M,8321,8321
33208,M,8322,8322
33209,M,8323,8323
33210,M,8324,8324
33211,M,8330,8330
33212,M,8331,8331
33213,M,8332,8332
33214,M,8333,8333
33215,M,8334,8334
33216,M,8340,8340
33217,M,8350,8350
33218,M,8360,8360
33219,M,8361,8361
33220,M,8370,8370
33221,M,8371,8371
33222,M,8372,8372
33223,M,8373,8373
33224,M,8374,8374
33225,M,8375,8375
33226,M,8380,8380
33227,M,8381,8381
33228,M,8390,8390
33229,M,8400,8400
33230,M,8401,8401
33231,M,8402,8402
33232,M,8403,8403
33233,M,8404,8404
33234,M,8405,8405
33235,M,8406,8406
33236,M,8407,8407
33237,M,8408,8408
33238,M,8410,8410
33239,M,8420,8420
33240,M,8430,8430
33241,M,8440,8440
33242,M,8441,8441
33243,M,8442,8442
33244,M,8450,8450
33245,M,8451,8451
33246,M,8452,8452
33247,M,8460,8460
33248,M,8461,8461
33249,M,8462,8462
33250,M,8470,8470
33251,M,8471,8471
33252,M,8472,8472
33253,M,8473,8473
33254,M,8480,8480
33255,M,8481,8481
33256,M,8490,8490
33257,M,8500,8500
33258,M,8501,8501
33259,M,8502,8502
33260,M,8503,8503
33261,M,8504,8504
33262,M,8505,8505
33263,M,8506,8506
33264,M,8510,8510
33265,M,8511,8511
33266,M,8512,8512
33267,M,8520,8520
33268,M,8521,8521
33269,M,8522,8522
33270,M,8530,8530
33271,M,8540,8540
33272,M,8541,8541
33273,M,8542,8542
33274,M,8543,8543
33275,M,8550,8550
33276,M,8560,8560
33277,M,8561,8561
33278,M,8562,8562
33279,M,8570,8570
33280,M,8571,8571
33281,M,8572,8572
33282,M,8573,8573
33283,M,8580,8580
33284,M,8590,8590
33285,M,8600,8600
33286,M,8601,8601
33287,M,8602,8602
33288,M,8610,8610
33289,M,8620,8620
33290,M,8621,8621
33291,M,8622,8622
33292,M,8623,8623
33293,M,8630,8630
33294,M,8631,8631
33295,M,8632,8632
33296,M,8640,8640
33297,M,8641,8641
33298,M,8650,8650
33299,M,8660,8660
33300,M,8670,8670
33301,M,8671,8671
33302,M,8680,8680
33303,M,8681,8681
33304,M,8682,8682
33305,M,8683,8683
33306,M,8690,8690
33307,M,8691,8691
33308,M,8692,8692
33309,M,8693,8693
33310,M,8700,8700
33311,M,8710,8710
33312,M,8711,8711
33313,M,8712,8712
33314,M,8713,8713
33315,M,8720,8720
33316,M,8721,8721
33317,M,8722,8722
33318,M,8723,8723
33319,M,8724,8724
33320,M,8725,8725
33321,M,8726,8726
33322,M,8727,8727
33323,M,8730,8730
33324,M,8740,8740
33325,M,8741,8741
33326,M,8742,8742
33327,M,8743,8743
33328,M,8744,8744
33329,M,8745,8745
33330,M,8750,8750
33331,M,8760,8760
33332,M,8761,8761
33333,M,8770,8770
33334,M,8771,8771
33335,M,8772,8772
33336,M,8773,8773
33337,M,8774,8774
33338,M,8780,8780
33339,M,8790,8790
33340,M,8800,8800
33341,M,8801,8801
33342,M,8802,8802
33343,M,8803,8803
33344,M,8804,8804
33345,M,8810,8810
33346,M,8811,8811
33347,M,8812,8812
33348,M,8813,8813
33349,M,8814,8814
33350,M,8820,8820
33351,M,8821,8821
33352,M,8822,8822
33353,M,8823,8823
33354,M,8824,8824
33355,M,8830,8830
33356,M,8832,8832
33357,M,8833,8833
33358,M,8840,8840
33359,M,8841,8841
33360,M,8850,8850
33361,M,8851,8851
33362,M,8852,8852
33363,M,8853,8853
33364,M,8854,8854
33365,M,8855,8855
33366,M,8856,8856
33367,M,8857,8857
33368,M,8858,8858
33369,M,8860,8860
33370,M,8861,8861
33371,M,8870,8870
33372,M,8880,8880
33373,M,8881,8881
33374,M,8890,8890
33375,M,8891,8891
33376,M,8892,8892
33377,M,8893,8893
33378,M,8894,8894
33379,M,8895,8895
33380,M,8896,8896
33381,M,8897,8897
33382,M,8900,8900
33383,M,8901,8901
33384,M,8902,8902
33385,M,8903,8903
33386,M,8904,8904
33387,M,8910,8910
33388,M,8920,8920
33389,M,8930,8930
33390,M,8931,8931
33391,M,8932,8932
33392,M,8933,8933
33393,M,8940,8940
33394,M,8941,8941
33395,M,8950,8950
33396,M,8951,8951
33397,M,8960,8960
33398,M,8963,8963
33399,M,8964,8964
33400,M,8970,8970
33401,M,8971,8971
33402,M,8972,8972
33403,M,8980,8980
33404,M,8981,8981
33405,M,8982,8982
33406,M,8990,8990
33407,M,8991,8991
33408,M,9000,9000
33409,M,9010,9010
33410,M,9011,9011
33411,M,9012,9012
33412,M,9013,9013
33413,M,9014,9014
33414,M,9015,9015
33415,M,9016,9016
33416,M,9020,9020
33417,M,9030,9030
33418,M,9040,9040
33419,M,9041,9041
33420,M,9042,9042
33421,M,9043,9043
33422,M,9044,9044
33423,M,9050,9050
33424,M,9051,9051
33425,M,9052,9052
33426,M,9053,9053
33427,M,9054,9054
33428,M,9055,9055
33429,M,9060,9060
33430,M,9061,9061
33431,M,9062,9062
33432,M,9063,9063
33433,M,9064,9064
33434,M,9070,9070
33435,M,9071,9071
33436,M,9072,9072
33437,M,9073,9073
33438,M,9080,9080
33439,M,9081,9081
33440,M,9082,9082
33441,M,9083,9083
33442,M,9084,9084
33443,M,9085,9085
33444,M,9090,9090
33445,M,9091,9091
33446,M,9100,9100
33447,M,9101,9101
33448,M,9102,9102
33449,M,9103,9103
33450,M,9104,9104
33451,M,9110,9110
33452,M,9120,9120
33453,M,9121,9121
33454,M,9122,9122
33455,M,9123,9123
33456,M,9124,9124
33457,M,9125,9125
33458,M,9126,9126
33459,M,9130,9130
33460,M,9131,9131
33461,M,9132,9132
33462,M,9133,9133
33463,M,9134,9134
33464,M,9140,9140
33465,M,9141,9141
33466,M,9142,9142
33467,M,9150,9150
33468,M,9160,9160
33469,M,9161,9161
33470,M,9170,9170
33471,M,9171,9171
33472,M,9172,9172
33473,M,9173,9173
33474,M,9174,9174
33475,M,9175,9175
33476,M,9180,9180
33477,M,9181,9181
33478,M,9182,9182
33479,M,9183,9183
33480,M,9184,9184
33481,M,9185,9185
33482,M,9190,9190
33483,M,9191,9191
33484,M,9200,9200
33485,M,9210,9210
33486,M,9220,9220
33487,M,9221,9221
33488,M,9230,9230
33489,M,9231,9231
33490,M,9240,9240
33491,M,9241,9241
33492,M,9250,9250
33493,M,9251,9251
33494,M,9260,9260
33495,M,9261,9261
33496,M,9262,9262
33497,M,9270,9270
33498,M,9271,9271
33499,M,9272,9272
33500,M,9273,9273
33501,M,9274,9274
33502,M,9275,9275
33503,M,9280,9280
33504,M,9281,9281
33505,M,9282,9282
33506,M,9290,9290
33507,M,9300,9300
33508,M,9301,9301
33509,M,9302,9302
33510,M,9310,9310
33511,M,9311,9311
33512,M,9312,9312
33513,M,9320,9320
33514,M,9321,9321
33515,M,9322,9322
33516,M,9330,9330
33517,M,9340,9340
33518,M,9350,9350
33519,M,9360,9360
33520,M,9361,9361
33521,M,9362,9362
33522,M,9363,9363
33523,M,9364,9364
33524,M,9370,9370
33525,M,9380,9380
33526,M,9381,9381
33527,M,9382,9382
33528,M,9383,9383
33529,M,9384,9384
33530,M,9390,9390
33531,M,9391,9391
33532,M,9392,9392
33533,M,9393,9393
33534,M,9394,9394
33535,M,9400,9400
33536,M,9401,9401
33537,M,9410,9410
33538,M,9411,9411
33539,M,9420,9420
33540,M,9421,9421
33541,M,9422,9422
33542,M,9423,9423
33543,M,9424,9424
33544,M,9430,9430
33545,M,9440,9440
33546,M,9441,9441
33547,M,9442,9442
33548,M,9443,9443
33549,M,9450,9450
33550,M,9451,9451
33551,M,9460,9460
33552,M,9470,9470
33553,M,9471,9471
33554,M,9472,9472
33555,M,9473,9473
33556,M,9480,9480
33557,M,9481,9481
33558,M,9490,9490
33559,M,9491,9491
33560,M,9500,9500
33561,M,9501,9501
33562,M,9502,9502
33563,M,9503,9503
33564,M,9504,9504
33565,M,9505,9505
33566,M,9506,9506
33567,M,9507,9507
33568,M,9510,9510
33569,M,9511,9511
33570,M,9512,9512
33571,M,9520,9520
33572,M,9521,9521
33573,M,9522,9522
33574,M,9523,9523
33575,M,9530,9530
33576,M,9531,9531
33577,M,9532,9532
33578,M,9533,9533
33579,M,9534,9534
33580,M,9535,9535
33581,M,9536,9536
33582,M,9537,9537
33583,M,9538,9538
33584,M,9539,9539
33585,M,9540,9540
33586,M,9541,9541
33587,M,9550,9550
33588,M,9560,9560
33589,M,9561,9561
33590,M,9562,9562
33591,M,9570,9570
33592,M,9580,9580
33593,M,9581,9581
33594,M,9590,9590
33595,M,9591,9591
33596,M,9592,9592
33597,M,9593,9593
33598,M,9594,9594
33599,M,9595,9595
33600,M,9650,9650
33601,M,9652,9652
33602,M,9653,9653
33603,M,9654,9654
33604,M,9655,9655
33605,M,9657,9657
33606,M,9658,9658
33607,M,9659,9659
33608,M,9660,9660
33609,M,9661,9661
33610,M,9662,9662
33611,M,9663,9663
33612,M,9664,9664
33613,M,9665,9665
33614,M,9666,9666
33615,M,9667,9667
33616,M,9670,9670
33617,M,9671,9671
33618,M,9672,9672
33619,M,9673,9673
33620,M,9674,9674
33621,M,9675,9675
33622,M,9676,9676
33623,M,9677,9677
33624,M,9680,9680
33625,M,9681,9681
33626,M,9682,9682
33627,M,9683,9683
33628,M,9684,9684
33629,M,9685,9685
33630,M,9686,9686
33631,M,9687,9687
33632,M,9690,9690
33633,M,9691,9691
33634,M,9692,9692
33635,M,9693,9693
33636,M,9694,9694
33637,M,9695,9695
33638,M,9696,9696
33639,M,9697,9697
33640,M,9698,9698
33641,M,9700,9700
33642,M,9701,9701
33643,M,9702,9702
33644,M,9703,9703
33645,M,9704,9704
33646,M,9705,9705
33647,M,9706,9706
33648,M,9707,9707
33649,M,9709,9709
33650,M,9711,9711
33651,M,9712,9712
33652,M,9713,9713
33653,M,9714,9714
33654,M,9720,9720
33655,M,9722,9722
33656,M,9723,9723
33657,M,9730,9730
33658,M,9731,9731
33659,M,9732,9732
33660,M,9740,9740
33661,M,9741,9741
33662,M,9760,9760
33663,M,9761,9761
33664,M,9762,9762
33665,M,9763,9763
33666,M,9764,9764
33667,M,9765,9765
33668,M,9766,9766
33669,M,9767,9767
33670,M,9768,9768
33671,M,9801,9801
33672,M,9802,9802
33673,M,9800,9800
33674,M,9803,9803
33675,M,9804,9804
33676,M,9820,9820
33677,M,9821,9821
33678,M,9822,9822
33679,M,9823,9823
33680,M,9824,9824
33681,M,9825,9825
33682,M,9826,9826
33683,M,9827,9827
33684,M,9830,9830
33685,M,9840,9840
33686,M,9841,9841
33687,M,9842,9842
33688,M,9850,9850
33689,M,9860,9860
33690,M,9861,9861
33691,M,9862,9862
33692,M,9863,9863
33693,M,9864,9864
33694,M,9866,9866
33695,M,9867,9867
33696,M,9868,9868
33697,M,9870,9870
33698,M,9880,9880
33699,M,9890,9890
33700,M,9891,9891
33701,M,9892,9892
33702,M,9893,9893
33703,M,9894,9894
33704,M,9900,9900
33705,M,9910,9910
33706,M,9930,9930
33707,M,9931,9931
33708,M,9932,9932
33709,M,9940,9940
33710,M,9941,9941
33711,M,9950,9950
33712,M,9960,9960
33713,M,9961,9961
33714,M,9962,9962
33715,M,9970,9970
33716,M,9980,9980
33717,M,9981,9981
33718,M,9982,9982
33719,M,9983,9983
33720,M,9984,9984
33721,M,9989,9989
33722,M,9990,9990
33723,O,1080100,9532
33724,O,1081600,9532
33725,O,1100000,8914
33726,O,1100300,8914
33727,O,1100600,8914
33728,O,1100900,8914
33729,O,1101200,9308
33730,O,1101201,8915
33731,O,1101202,8915
33732,O,1101500,8915
33733,O,1101501,8915
33734,O,1101800,8915
33735,O,1101801,8915
33736,O,1101802,8915
33737,O,1102100,9308
33738,O,1102101,8915
33739,O,1102102,8915
33740,O,1102400,8915
33741,O,1102700,8915
33742,O,1120000,9526
33743,O,1120300,9526
33744,O,1120600,9521
33745,O,1120601,9522
33746,O,1120900,9521
33747,O,1121200,9509
33748,O,1121500,9512
33749,O,1121800,9512
33750,O,1122100,9505
33751,O,1122400,9505
33752,O,1123500,9509
33753,O,1130000,9541
33754,O,1130300,2031
33755,O,1130400,2031
33756,O,1130600,9541
33757,O,1130900,9541
33758,O,1131200,9541
33759,O,1131201,9541
33760,O,1131500,9541
33761,O,1131800,9541
33762,O,1132100,9546
33763,O,1132400,9541
33764,O,1133300,9546
33765,O,1133600,9546
33766,O,1133900,9524
33767,O,1150000,8938
33768,O,1150300,8938
33769,O,1150301,8938
33770,O,1150302,8938
33771,O,1150303,8938
33772,O,1150304,8944
33773,O,1150305,8937
33774,O,1150306,8915
33775,O,1150307,8938
33776,O,1150308,8967
33777,O,1150309,8938
33778,O,1150310,8966
33779,O,1150311,8938
33780,O,1150312,8937
33781,O,1150313,8938
33782,O,1150314,8938
33783,O,1150315,8938
33784,O,1150316,8938
33785,O,1150317,8938
33786,O,1150318,8938
33787,O,1150319,8938
33788,O,1150600,8938
33789,O,1151200,8937
33790,O,1160000,8959
33791,O,1160001,8963
33792,O,1160002,8962
33793,O,1160003,8961
33794,O,1160300,8877
33795,O,1160600,8958
33796,O,1160900,8958
33797,O,1161200,8958
33798,O,1161500,8959
33799,O,1161800,8871
33800,O,1162100,8956
33801,O,1162400,8956
33802,O,1170000,8952
33803,O,1170600,8955
33804,O,1170601,8955
33805,O,1170800,8950
33806,O,1170900,8950
33807,O,1171000,8950
33808,O,1171100,8950
33809,O,1171200,8944
33810,O,1171300,8952
33811,O,1171500,8959
33812,O,1171800,8945
33813,O,1172100,8959
33814,O,1172101,8959
33815,O,1172102,8959
33816,O,1172400,8959
33817,O,1180000,8932
33818,O,1181000,8939
33819,O,1183000,8939
33820,O,1183001,8939
33821,O,1183002,8939
33822,O,1183300,8915
33823,O,1183301,9308
33824,O,1190000,8924
33825,O,1190300,8922
33826,O,1190600,8925
33827,O,1190900,8925
33828,O,1191200,8922
33829,O,1191500,8922
33830,O,1191800,8922
33831,O,1192100,9625
33832,O,1200000,8939
33833,O,1200300,8939
33834,O,1201200,8939
33835,O,1201500,8939
33836,O,1201800,8939
33837,O,1202100,8939
33838,O,1220000,9927
33839,O,1220300,8917
33840,O,1230600,8898
33841,O,1230900,8898
33842,O,1250000,8959
33843,O,1250300,8959
33844,O,1250301,8939
33845,O,1250600,8959
33846,O,1250900,8939
33847,O,1251200,8939
33848,O,1251500,8939
33849,O,1251800,8939
33850,O,1252100,9999
33851,O,1252400,9203
33852,O,1253000,8939
33853,O,1253300,8939
33854,O,1302000,9395
33855,O,1302500,9395
33856,O,1310000,3995
33857,O,1310001,3995
33858,O,1310002,3995
33859,O,1310003,3995
33860,O,1310004,3995
33861,O,1310005,3997
33862,O,1310006,5498
33863,O,1310007,5498
33864,O,1310008,5498
33865,O,1310600,3945
33866,O,1310900,5493
33867,O,1310901,5493
33868,O,1311000,5490
33869,O,1311200,540
33870,O,1320000,6989
33871,O,1320300,6989
33872,O,1320600,6989
33873,O,1320900,6989
33874,O,1321200,6981
33875,O,1321201,6982
33876,O,1321500,6983
33877,O,1321800,6984
33878,O,1321801,6985
33879,O,1321802,6989
33880,O,1322100,9999
33881,O,1329000,9996
33882,O,1329200,9996
33883,O,1330000,3893
33884,O,1330001,3893
33885,O,1330002,3892
33886,O,1330300,3891
33887,O,1330600,9901
33888,O,1331200,3893
33889,O,1331900,3893
33890,O,1340000,9962
33891,O,1350000,9631
33892,O,1350300,9631
33893,O,1350600,9606
33894,O,1360000,3997
33895,O,1360300,3996
33896,O,1360600,9981
33897,O,1370000,4191
33898,O,1370600,4103
33899,O,1370601,9903
33900,O,1370602,9904
33901,O,1370603,9905
33902,O,1370604,9905
33903,O,1370605,9914
33904,O,1370606,4102
33905,O,1370607,4101
33906,O,1370608,4104
33907,O,1370900,3893
33908,O,1375000,9971
33909,O,1375001,9972
33910,O,1375002,9973
33911,O,1375003,9974
33912,O,1375004,9979
33913,O,1375005,9975
33914,O,1375006,9979
33915,O,1375500,9979
33916,O,1375700,3896
33917,O,1375701,3894
33918,O,1376000,9979
33919,O,1381500,3893
33920,O,1381501,3893
33921,O,1381800,8964
33922,O,1383000,0118
33923,O,1383900,9971
33924,O,1384200,3891
33925,O,1385100,8959
33926,O,1385700,9671
33927,O,1387900,9671
33928,O,1388200,9670
33929,O,1388201,9671
33930,O,1388202,9672
33931,O,1391500,9925
33932,O,1391800,9925
33933,O,1392100,9925
33934,O,1392700,9925
33935,O,1393900,8606
33936,O,1394200,9999
33937,O,1394800,9925
33938,O,1394801,3492
33939,O,1394802,9925
33940,O,1394803,9925
33941,O,1394804,9925
33942,O,1405000,9987
33943,O,1405001,9982
33944,O,1405002,9982
33945,O,1405300,9987
33946,O,1405301,9987
33947,O,1405302,9987
33948,O,1405303,9982
33949,O,1405304,9982
33950,O,1405305,9982
33951,O,1405306,9982
33952,O,1405307,9982
33953,O,1405308,9982
33954,O,1410000,863
33955,O,1410600,863
33956,O,1410601,863
33957,O,1420000,9633
33958,O,1420300,9924
33959,O,1420301,0695
33960,O,1420600,9924
33961,O,1420601,0745
33962,O,1421200,9643
33963,O,1421201,9643
33964,O,1500000,9221
33965,O,1500300,9221
33966,O,1501200,9221
33967,O,1501201,9221
33968,O,1510000,9222
33969,O,1510300,9222
33970,O,1520300,9224
33971,O,1520400,9224
33972,O,1520700,9224
33973,O,1520800,9224
33974,O,1530300,9227
33975,O,1530400,9227
33976,O,1531100,9227
33977,O,1531200,9227
33978,O,1531900,9227
33979,O,1532000,9227
33980,O,1532700,9227
33981,O,1532701,9227
33982,O,1532702,9227
33983,O,1532703,9227
33984,O,1532704,9227
33985,O,1532705,9227
33986,O,1533900,9820
33987,O,1534200,9229
33988,O,1535100,9229
33989,O,1550000,9229
33990,O,1550300,9229
33991,O,1550600,9229
33992,O,1550900,9229
33993,O,1551200,9229
33994,O,1551500,9229
33995,O,1551800,9229
33996,O,1552100,9229
33997,O,1552400,9229
33998,O,1552700,9229
33999,O,1553000,9229
34000,O,1553300,9229
34001,O,1553600,9229
34002,O,1553601,9229
34003,O,1553602,9229
34004,O,1560000,923
34005,O,1560001,923
34006,O,1560002,9224
34007,O,1560003,9224
34008,O,1560004,9225
34009,O,1600000,9228
34010,O,1600300,9228
34011,O,1600900,9228
34012,O,1601200,9228
34013,O,1601500,9228
34014,O,1651100,675
34015,O,1651200,6996
34016,O,1651400,7532
34017,O,1651401,7534
34018,O,1652000,7401
34019,O,1652001,7402
34020,O,1652002,7411
34021,O,1652003,7412
34022,O,1656400,6902
34023,O,1656401,6952
34024,O,1656700,758
34025,O,1657000,7594
34026,O,1657001,7593
34027,O,1657100,7551
34028,O,1657300,7569
34029,O,1660000,7511
34030,O,1660300,7535
34031,O,1660600,7533
34032,O,1660900,752
34033,O,1661200,752
34034,O,1661500,752
34035,O,1661800,7512
34036,O,1662100,7599
34037,O,1662400,752
34038,O,1662700,752
34039,O,1820600,0392
34040,O,1820601,0392
34041,O,1820602,0392
34042,O,1820603,0392
34043,O,1820604,0392
34044,O,1820605,0392
34045,O,1820606,0392
34046,O,1820607,0392
34047,O,1820608,0392
34048,O,1820900,0391
34049,O,1820901,0391
34050,O,1820902,0391
34051,O,1820903,0391
34052,O,1820904,0391
34053,O,1820905,0391
34054,O,1820906,0391
34055,O,1820907,0391
34056,O,1820908,0391
34057,O,1821300,3997
34058,O,1821301,3997
34059,O,1821600,0390
34060,O,1821601,0390
34061,O,1821602,0390
34062,O,1821603,0390
34063,O,1821604,0390
34064,O,1821605,0390
34065,O,1821606,0390
34066,O,1821607,0390
34067,O,1821608,0390
34068,O,1821609,0390
34069,O,1821610,0390
34070,O,1821611,0390
34071,O,1821612,0390
34072,O,1821613,0390
34073,O,1821614,0390
34074,O,1821615,0390
34075,O,1821616,0390
34076,O,1821617,0390
34077,O,1821618,0390
34078,O,1821619,0390
34079,O,1821620,0390
34080,O,1821621,0390
34081,O,1821622,0390
34082,O,1821623,0390
34083,O,1821624,0390
34084,O,1821625,0390
34085,O,1821626,0390
34086,O,1822800,3492
34087,O,1823000,038
34088,O,1823001,038
34089,O,1823300,0395
34090,O,1823400,0481
34091,O,1823600,0481
34092,O,1823800,0481
34093,O,1824000,1691
34094,O,1824200,0481
34095,O,1824400,0481
34096,O,1824600,0481
34097,O,1824800,0481
34098,O,1825000,0481
34099,O,1825200,0481
34100,O,1825400,0481
34101,O,1825600,0481
34102,O,1825800,0481
34103,O,1826000,0481
34104,O,1826200,0481
34105,O,1826201,0481
34106,O,1826202,0481
34107,O,1826400,0481
34108,O,1826600,0481
34109,O,1826601,0481
34110,O,1826602,0481
34111,O,1826800,0481
34112,O,1827000,0481
34113,O,1827200,0481
34114,O,1827201,0481
34115,O,1827202,0481
34116,O,1827203,0481
34117,O,1827400,0481
34118,O,1827401,0481
34119,O,1827402,0481
34120,O,1827403,0481
34121,O,1827404,0481
34122,O,1827600,0481
34123,O,1827800,0481
34124,O,1828000,0531
34125,O,1828200,0531
34126,O,1828400,0531
34127,O,1828600,0531
34128,O,1828601,0531
34129,O,1828602,0531
34130,O,1828800,0531
34131,O,1828801,0531
34132,O,1829000,042
34133,O,1829200,042
34134,O,1829201,0532
34135,O,1829202,0532
34136,O,1829400,0532
34137,O,1829401,0532
34138,O,1829600,0532
34139,O,1829800,0532
34140,O,1829801,0532
34141,O,3000300,9357
34142,O,3000600,9357
34143,O,3001000,9357
34144,O,3001400,9357
34145,O,3001700,8622
34146,O,3001701,8622
34147,O,3002000,8622
34148,O,3002300,8622
34149,O,3002600,8659
34150,O,3002900,8659
34151,O,3003200,8659
34152,O,3003500,8659
34153,O,3005200,184
34154,O,3005201,0881
34155,O,3005202,2751
34156,O,3005203,2181
34157,O,3005204,2753
34158,O,3005500,9357
34159,O,3005800,3998
34160,O,3006100,9820
34161,O,3006101,9813
34162,O,3006102,9821
34163,O,3006103,1200
34164,O,3006104,9822
34165,O,3006400,8605
34166,O,3006800,8309
34167,O,3007100,8611
34168,O,3007101,4824
34169,O,3007102,0811
34170,O,3007500,4011
34171,O,3007501,8321
34172,O,3007502,0613
34173,O,3007503,0612
34174,O,3007504,0712
34175,O,3007505,0713
34176,O,3007506,0714
34177,O,3007507,0716
34178,O,3007508,0717
34179,O,3007509,4133
34180,O,3007510,5734
34181,O,3007511,4022
34182,O,3007512,4415
34183,O,3007513,4515
34184,O,3007514,4526
34185,O,3007515,5113
34186,O,3007516,5212
34187,O,3007517,5422
34188,O,3007518,2122
34189,O,3007519,2502
34190,O,3007520,3821
34191,O,3007521,6014
34192,O,3007522,2612
34193,O,3007523,2724
34194,O,3007524,2722
34195,O,3007525,2811
34196,O,3007526,2912
34197,O,3007527,6411
34198,O,3007528,1812
34199,O,3007529,2032
34200,O,3007530,2032
34201,O,3007531,5823
34202,O,3007532,5921
34203,O,3007533,5634
34204,O,3007534,4923
34205,O,3007535,0911
34206,O,3007536,1501
34207,O,3008100,4131
34208,O,3008400,4131
34209,O,3008700,4131
34210,O,3009000,3424
34211,O,3009300,7749
34212,O,3009400,8321
34213,O,3009401,0613
34214,O,3009402,0711
34215,O,3009403,4132
34216,O,3009404,5112
34217,O,3009405,5211
34218,O,3009406,5424
34219,O,3009407,6211
34220,O,3009408,6013
34221,O,3009409,2611
34222,O,3009410,0611
34223,O,3009411,0717
34224,O,3009412,0716
34225,O,3009600,4011
34226,O,3009900,863
34227,O,3010300,8332
34228,O,3010400,1821
34229,O,3010700,8331
34230,O,3010701,835
34231,O,3011100,835
34232,O,3011400,8339
34233,O,3016500,8683
34234,O,3016800,8683
34235,O,3017100,8683
34236,O,3017400,8683
34237,O,3017700,8683
34238,O,3018000,863
34239,O,3018300,863
34240,O,3018600,863
34241,O,3018601,863
34242,O,3018700,863
34243,O,3018701,863
34244,O,3018900,863
34245,O,3018901,863
34246,O,3018902,863
34247,O,3019000,863
34248,O,3019200,863
34249,O,3019500,863
34250,O,3019501,863
34251,O,3019502,863
34252,O,3019503,863
34253,O,3019504,863
34254,O,3019505,863
34255,O,3019506,863
34256,O,3019507,863
34257,O,3019600,863
34258,O,3019601,863
34259,O,3019700,863
34260,O,3019701,863
34261,O,3020200,863
34262,O,3020300,863
34263,O,3020500,863
34264,O,3020501,863
34265,O,3020700,8602
34266,O,3021000,8602
34267,O,3021300,863
34268,O,3021301,8602
34269,O,3021600,8601
34270,O,3021601,8601
34271,O,3021602,8601
34272,O,3022300,8604
34273,O,3022301,8604
34274,O,3022302,8604
34275,O,3022303,8309
34276,O,3022400,8309
34277,O,3022500,8399
34278,O,3022600,8314
34279,O,3022900,8345
34280,O,3023500,8387
34281,O,3023800,8389
34282,O,3024100,7760
34283,O,3024400,0125
34284,O,3024700,2632
34285,O,3025000,2632
34286,O,3025300,2631
34287,O,3025500,2649
34288,O,3025600,2630
34289,O,3025900,2630
34290,O,3026200,2691
34291,O,3026201,2629
34292,O,3026600,260
34293,O,3026601,2621
34294,O,3026602,260
34295,O,3026900,2642
34296,O,3027200,252
34297,O,3027500,2749
34298,O,3027800,2592
34299,O,3027801,2593
34300,O,3027802,2591
34301,O,3028100,2791
34302,O,3028101,2741
34303,O,3028300,2749
34304,O,3028600,292
34305,O,3028900,2952
34306,O,3029300,4210
34307,O,3029301,4283
34308,O,3029302,4209
34309,O,3029400,4241
34310,O,3029401,303
34311,O,3029600,064
34312,O,3029700,064
34313,O,3029701,0639
34314,O,3030600,062
34315,O,3030800,0639
34316,O,3030900,0639
34317,O,3031000,0639
34318,O,3031001,0631
34319,O,3031300,067
34320,O,3031400,067
34321,O,3031500,0689
34322,O,3031501,0681
34323,O,3031700,400
