,TABLETYPE,ICD10-CM,ICD9-CM
12040,E,V0118,82605
12041,E,V0119,82605
12042,E,V0190,82609
12043,E,V0191,82609
12044,E,V0192,82609
12045,E,V0193,82609
12046,E,V0194,82609
12047,E,V0198,82609
12048,E,V0199,82609
12049,E,V0200,82179
12050,E,V0201,82179
12051,E,V0202,82179
12052,E,V0203,82179
12053,E,V0204,82179
12054,E,V0208,82179
12055,E,V0209,82179
12056,E,V0210,81475
12057,E,V0211,81475
12058,E,V0212,81475
12059,E,V0213,81475
12060,E,V0214,81475
12061,E,V0218,81475
12062,E,V0219,81475
12063,E,V0290,81479
12064,E,V0291,81479
12065,E,V0292,81479
12066,E,V0293,81479
12067,E,V0294,81479
12068,E,V0298,81479
12069,E,V0299,81479
12070,E,V0300,82279
12071,E,V0301,82279
12072,E,V0302,82279
12073,E,V0303,82279
12074,E,V0304,82279
12075,E,V0308,82279
12076,E,V0309,82279
12077,E,V0310,81475
12078,E,V0311,81475
12079,E,V0312,81475
12080,E,V0313,81475
12081,E,V0314,81475
12082,E,V0318,81475
12083,E,V0319,81475
12084,E,V0390,81479
12085,E,V0391,81479
12086,E,V0392,81479
12087,E,V0393,81479
12088,E,V0394,81479
12089,E,V0398,81479
12090,E,V0399,81479
12091,E,V0400,82279
12092,E,V0401,82279
12093,E,V0402,82279
12094,E,V0403,82279
12095,E,V0404,82279
12096,E,V0408,82279
12097,E,V0409,82279
12098,E,V0410,81475
12099,E,V0411,81475
12100,E,V0412,81475
12101,E,V0413,81475
12102,E,V0414,81475
12103,E,V0418,81475
12104,E,V0419,81475
12105,E,V0490,81479
12106,E,V0491,81479
12107,E,V0492,81479
12108,E,V0493,81479
12109,E,V0494,81479
12110,E,V0498,81479
12111,E,V0499,81479
12112,E,V0500,80628
12113,E,V0501,80628
12114,E,V0502,80628
12115,E,V0503,80628
12116,E,V0504,80628
12117,E,V0508,80628
12118,E,V0509,80628
12119,E,V0510,80628
12120,E,V0511,80628
12121,E,V0512,80628
12122,E,V0513,80628
12123,E,V0514,80628
12124,E,V0518,80628
12125,E,V0519,80628
12126,E,V0590,80629
12127,E,V0591,80629
12128,E,V0592,80629
12129,E,V0593,80629
12130,E,V0594,80629
12131,E,V0598,80629
12132,E,V0599,80629
12133,E,V0600,82909
12134,E,V0601,82909
12135,E,V0602,82909
12136,E,V0603,82909
12137,E,V0604,82909
12138,E,V0608,82909
12139,E,V0609,82909
12140,E,V0610,82905
12141,E,V0611,82905
12142,E,V0612,82905
12143,E,V0613,82905
12144,E,V0614,82905
12145,E,V0618,82905
12146,E,V0619,82905
12147,E,V0690,82909
12148,E,V0691,82909
12149,E,V0692,82909
12150,E,V0693,82909
12151,E,V0694,82909
12152,E,V0698,82909
12153,E,V0699,82909
12154,E,V0900,82579
12155,E,V0901,82579
12156,E,V0902,82579
12157,E,V0903,82579
12158,E,V0904,82579
12159,E,V0908,82579
12160,E,V0909,82579
12161,E,V0910,82579
12162,E,V0911,82579
12163,E,V0912,82579
12164,E,V0913,82579
12165,E,V0914,82579
12166,E,V0918,82579
12167,E,V0919,82579
12168,E,V0920,81875
12169,E,V0921,81875
12170,E,V0922,81875
12171,E,V0923,81875
12172,E,V0924,81875
12173,E,V0928,81875
12174,E,V0929,81875
12175,E,V0930,81975
12176,E,V0931,81975
12177,E,V0932,81975
12178,E,V0933,81975
12179,E,V0934,81975
12180,E,V0938,81975
12181,E,V0939,81975
12182,E,V0990,84809
12183,E,V0991,84809
12184,E,V0992,84809
12185,E,V0993,84809
12186,E,V0994,84809
12187,E,V0998,84809
12188,E,V0999,84809
12189,E,V1000,82619
12190,E,V1001,82619
12191,E,V1002,82619
12192,E,V1003,82619
12193,E,V1004,82619
12194,E,V1008,82619
12195,E,V1009,82619
12196,E,V1010,82619
12197,E,V1011,82619
12198,E,V1012,82619
12199,E,V1013,82619
12200,E,V1014,82619
12201,E,V1018,82619
12202,E,V1019,82619
12203,E,V1020,82619
12204,E,V1021,82619
12205,E,V1022,82619
12206,E,V1023,82619
12207,E,V1024,82619
12208,E,V1028,82619
12209,E,V1029,82619
12210,E,V1030,82619
12211,E,V1031,82619
12212,E,V1032,82619
12213,E,V1033,82619
12214,E,V1034,82619
12215,E,V1038,82619
12216,E,V1039,82619
12217,E,V1040,82615
12218,E,V1041,82615
12219,E,V1042,82615
12220,E,V1043,82615
12221,E,V1044,82615
12222,E,V1048,82615
12223,E,V1049,82615
12224,E,V1050,82615
12225,E,V1051,82615
12226,E,V1052,82615
12227,E,V1053,82615
12228,E,V1054,82615
12229,E,V1058,82615
12230,E,V1059,82615
12231,E,V1090,82615
12232,E,V1091,82615
12233,E,V1092,82615
12234,E,V1093,82615
12235,E,V1094,82615
12236,E,V1098,82615
12237,E,V1099,82615
12238,E,V1100,82619
12239,E,V1101,82619
12240,E,V1102,82619
12241,E,V1103,82619
12242,E,V1104,82619
12243,E,V1108,82619
12244,E,V1109,82619
12245,E,V1110,82619
12246,E,V1111,82619
12247,E,V1112,82619
12248,E,V1113,82619
12249,E,V1114,82619
12250,E,V1118,82619
12251,E,V1119,82619
12252,E,V1120,82619
12253,E,V1121,82619
12254,E,V1122,82619
12255,E,V1123,82619
12256,E,V1124,82619
12257,E,V1128,82619
12258,E,V1129,82619
12259,E,V1130,82619
12260,E,V1131,82619
12261,E,V1132,82619
12262,E,V1133,82619
12263,E,V1134,82619
12264,E,V1138,82619
12265,E,V1139,82619
12266,E,V1140,82615
12267,E,V1141,82615
12268,E,V1142,82615
12269,E,V1143,82615
12270,E,V1144,82615
12271,E,V1148,82615
12272,E,V1149,82615
12273,E,V1150,82615
12274,E,V1151,82615
12275,E,V1152,82615
12276,E,V1153,82615
12277,E,V1154,82615
12278,E,V1158,82615
12279,E,V1159,82615
12280,E,V1190,82615
12281,E,V1191,82615
12282,E,V1192,82615
12283,E,V1193,82615
12284,E,V1194,82615
12285,E,V1198,82615
12286,E,V1199,82615
12287,E,V1200,82269
12288,E,V1201,82269
12289,E,V1202,82269
12290,E,V1203,82269
12291,E,V1204,82269
12292,E,V1208,82269
12293,E,V1209,82269
12294,E,V1210,82269
12295,E,V1211,82269
12296,E,V1212,82269
12297,E,V1213,82269
12298,E,V1214,82269
12299,E,V1218,82269
12300,E,V1219,82269
12301,E,V1220,82269
12302,E,V1221,82269
12303,E,V1222,82269
12304,E,V1223,82269
12305,E,V1224,82269
12306,E,V1228,82269
12307,E,V1229,82269
12308,E,V1230,82269
12309,E,V1231,82269
12310,E,V1232,82269
12311,E,V1233,82269
12312,E,V1234,82269
12313,E,V1238,82269
12314,E,V1239,82269
12315,E,V1240,81365
12316,E,V1241,81365
12317,E,V1242,81365
12318,E,V1243,81365
12319,E,V1244,81365
12320,E,V1248,81365
12321,E,V1249,81365
12322,E,V1250,81365
12323,E,V1251,81365
12324,E,V1252,81365
12325,E,V1253,81365
12326,E,V1254,81365
12327,E,V1258,81365
12328,E,V1259,81365
12329,E,V1290,81365
12330,E,V1291,81365
12331,E,V1292,81365
12332,E,V1293,81365
12333,E,V1294,81365
12334,E,V1298,81365
12335,E,V1299,81365
12336,E,V1300,82269
12337,E,V1301,82269
12338,E,V1302,82269
12339,E,V1303,82269
12340,E,V1304,82269
12341,E,V1308,82269
12342,E,V1309,82269
12343,E,V1310,82269
12344,E,V1311,82269
12345,E,V1312,82269
12346,E,V1313,82269
12347,E,V1314,82269
12348,E,V1318,82269
12349,E,V1319,82269
12350,E,V1320,82269
12351,E,V1321,82269
12352,E,V1322,82269
12353,E,V1323,82269
12354,E,V1324,82269
12355,E,V1328,82269
12356,E,V1329,82269
12357,E,V1330,82469
12358,E,V1331,82269
12359,E,V1332,82269
12360,E,V1333,82269
12361,E,V1334,82269
12362,E,V1338,82269
12363,E,V1339,82269
12364,E,V1340,81365
12365,E,V1341,81365
12366,E,V1342,81365
12367,E,V1343,81365
12368,E,V1344,81365
12369,E,V1348,81365
12370,E,V1349,81365
12371,E,V1350,81365
12372,E,V1351,81365
12373,E,V1352,81365
12374,E,V1353,81365
12375,E,V1354,81365
12376,E,V1358,81365
12377,E,V1359,81365
12378,E,V1390,81365
12379,E,V1391,81365
12380,E,V1392,81365
12381,E,V1393,81365
12382,E,V1394,81365
12383,E,V1398,81365
12384,E,V1399,81365
12385,E,V1400,82269
12386,E,V1401,82269
12387,E,V1402,82269
12388,E,V1403,82269
12389,E,V1404,82269
12390,E,V1408,82269
12391,E,V1409,82269
12392,E,V1410,82269
12393,E,V1411,82269
12394,E,V1412,82269
12395,E,V1413,82269
12396,E,V1414,82269
12397,E,V1418,82269
12398,E,V1419,82269
12399,E,V1420,82269
12400,E,V1421,82269
12401,E,V1422,82269
12402,E,V1423,82269
12403,E,V1424,82269
12404,E,V1428,82269
12405,E,V1429,82269
12406,E,V1430,81365
12407,E,V1431,81365
12408,E,V1432,81365
12409,E,V1433,81365
12410,E,V1434,81365
12411,E,V1438,81365
12412,E,V1439,81365
12413,E,V1440,81365
12414,E,V1441,81365
12415,E,V1442,81365
12416,E,V1443,81365
12417,E,V1444,81365
12418,E,V1448,81365
12419,E,V1449,81365
12420,E,V1450,81365
12421,E,V1451,81365
12422,E,V1452,81365
12423,E,V1453,81365
12424,E,V1454,81365
12425,E,V1458,81365
12426,E,V1459,81365
12427,E,V1490,81365
12428,E,V1491,81365
12429,E,V1492,81365
12430,E,V1493,81365
12431,E,V1494,81365
12432,E,V1498,81365
12433,E,V1499,81365
12434,E,V1500,80138
12435,E,V1501,80138
12436,E,V1502,80138
12437,E,V1503,80138
12438,E,V1504,80138
12439,E,V1508,80138
12440,E,V1509,80138
12441,E,V1510,80138
12442,E,V1511,80138
12443,E,V1512,80138
12444,E,V1513,80138
12445,E,V1514,80138
12446,E,V1518,80138
12447,E,V1519,80138
12448,E,V1520,80138
12449,E,V1521,80138
12450,E,V1522,80138
12451,E,V1523,80138
12452,E,V1524,80138
12453,E,V1528,80138
12454,E,V1529,80138
12455,E,V1530,80138
12456,E,V1531,80138
12457,E,V1532,80138
12458,E,V1533,80138
12459,E,V1534,80138
12460,E,V1538,80138
12461,E,V1539,80138
12462,E,V1540,80138
12463,E,V1541,80138
12464,E,V1542,80138
12465,E,V1543,80138
12466,E,V1544,80138
12467,E,V1548,80138
12468,E,V1549,80138
12469,E,V1550,80138
12470,E,V1551,80138
12471,E,V1552,80138
12472,E,V1553,80138
12473,E,V1554,80138
12474,E,V1558,80138
12475,E,V1559,80138
12476,E,V1590,80138
12477,E,V1591,80138
12478,E,V1592,80138
12479,E,V1593,80138
12480,E,V1594,80138
12481,E,V1598,80138
12482,E,V1599,80138
12483,E,V1600,82619
12484,E,V1601,82619
12485,E,V1602,82619
12486,E,V1603,82619
12487,E,V1604,82619
12488,E,V1608,82619
12489,E,V1609,82619
12490,E,V1610,82619
12491,E,V1611,82619
12492,E,V1612,82619
12493,E,V1613,82619
12494,E,V1614,82619
12495,E,V1618,82619
12496,E,V1619,82619
12497,E,V1620,82619
12498,E,V1621,82619
12499,E,V1622,82619
12500,E,V1623,82619
12501,E,V1624,82619
12502,E,V1628,82619
12503,E,V1629,82619
12504,E,V1630,82619
12505,E,V1631,82619
12506,E,V1632,82619
12507,E,V1633,82619
12508,E,V1634,82619
12509,E,V1638,82619
12510,E,V1639,82619
12511,E,V1640,82615
12512,E,V1641,82615
12513,E,V1642,82615
12514,E,V1643,82615
12515,E,V1644,82615
12516,E,V1648,82615
12517,E,V1649,82615
12518,E,V1650,82615
12519,E,V1651,82615
12520,E,V1652,82615
12521,E,V1653,82615
12522,E,V1654,82615
12523,E,V1658,82615
12524,E,V1659,82615
12525,E,V1690,82615
12526,E,V1691,82615
12527,E,V1692,82615
12528,E,V1693,82615
12529,E,V1694,82615
12530,E,V1698,82615
12531,E,V1699,82615
12532,E,V1700,82619
12533,E,V1701,82619
12534,E,V1702,82619
12535,E,V1703,82619
12536,E,V1704,82619
12537,E,V1708,82619
12538,E,V1709,82619
12539,E,V1710,82619
12540,E,V1711,82619
12541,E,V1712,82619
12542,E,V1713,82619
12543,E,V1714,82619
12544,E,V1718,82619
12545,E,V1719,82619
12546,E,V1720,82619
12547,E,V1721,82619
12548,E,V1722,82619
12549,E,V1723,82619
12550,E,V1724,82619
12551,E,V1728,82619
12552,E,V1729,82619
12553,E,V1730,82619
12554,E,V1731,82619
12555,E,V1732,82619
12556,E,V1733,82619
12557,E,V1734,82619
12558,E,V1738,82619
12559,E,V1739,82619
12560,E,V1740,82615
12561,E,V1741,82615
12562,E,V1742,82615
12563,E,V1743,82615
12564,E,V1744,82615
12565,E,V1748,82615
12566,E,V1749,82615
12567,E,V1750,82615
12568,E,V1751,82615
12569,E,V1752,82615
12570,E,V1753,82615
12571,E,V1754,82615
12572,E,V1758,82615
12573,E,V1759,82615
12574,E,V1790,82615
12575,E,V1791,82615
12576,E,V1792,82615
12577,E,V1793,82615
12578,E,V1794,82615
12579,E,V1798,82615
12580,E,V1799,82615
12581,E,V1800,82619
12582,E,V1801,82619
12583,E,V1802,82619
12584,E,V1803,82619
12585,E,V1804,82619
12586,E,V1808,82619
12587,E,V1809,82619
12588,E,V1810,82619
12589,E,V1811,82619
12590,E,V1812,82619
12591,E,V1813,82619
12592,E,V1814,82619
12593,E,V1818,82619
12594,E,V1819,82619
12595,E,V1820,82619
12596,E,V1821,82619
12597,E,V1822,82619
12598,E,V1823,82619
12599,E,V1824,82619
12600,E,V1828,82619
12601,E,V1829,82619
12602,E,V1830,82619
12603,E,V1831,82619
12604,E,V1832,82619
12605,E,V1833,82619
12606,E,V1834,82619
12607,E,V1838,82619
12608,E,V1839,82619
12609,E,V1840,82615
12610,E,V1841,82615
12611,E,V1842,82615
12612,E,V1843,82615
12613,E,V1844,82615
12614,E,V1848,82615
12615,E,V1849,82615
12616,E,V1850,82615
12617,E,V1851,82615
12618,E,V1852,82615
12619,E,V1853,82615
12620,E,V1854,82615
12621,E,V1858,82615
12622,E,V1859,82615
12623,E,V1890,82615
12624,E,V1891,82615
12625,E,V1892,82615
12626,E,V1893,82615
12627,E,V1894,82615
12628,E,V1898,82615
12629,E,V1899,82615
12630,E,V1900,82269
12631,E,V1901,82269
12632,E,V1902,82269
12633,E,V1903,82269
12634,E,V1904,82269
12635,E,V1908,82269
12636,E,V1909,82269
12637,E,V1910,82269
12638,E,V1911,82269
12639,E,V1912,82269
12640,E,V1913,82269
12641,E,V1914,82269
12642,E,V1918,82269
12643,E,V1919,82269
12644,E,V1920,82269
12645,E,V1921,82269
12646,E,V1922,82269
12647,E,V1923,82269
12648,E,V1924,82269
12649,E,V1928,82269
12650,E,V1929,82269
12651,E,V1930,82619
12652,E,V1931,82619
12653,E,V1932,82619
12654,E,V1933,82619
12655,E,V1934,82619
12656,E,V1938,82619
12657,E,V1939,82619
12658,E,V1940,81365
12659,E,V1941,81365
12660,E,V1942,81365
12661,E,V1943,81365
12662,E,V1944,81365
12663,E,V1948,81365
12664,E,V1949,81365
12665,E,V1950,81365
12666,E,V1951,81365
12667,E,V1952,81365
12668,E,V1953,81365
12669,E,V1954,81365
12670,E,V1958,81365
12671,E,V1959,81365
12672,E,V1960,81365
12673,E,V1961,81365
12674,E,V1962,81365
12675,E,V1963,81365
12676,E,V1964,81365
12677,E,V1968,81365
12678,E,V1969,81365
12679,E,V1980,82619
12680,E,V1981,82619
12681,E,V1982,82619
12682,E,V1983,82619
12683,E,V1984,82619
12684,E,V1988,82619
12685,E,V1989,82619
12686,E,V1990,82619
12687,E,V1991,82619
12688,E,V1992,82619
12689,E,V1993,82619
12690,E,V1994,82619
12691,E,V1998,82619
12692,E,V1999,82619
12693,E,V2000,82229
12694,E,V2001,82229
12695,E,V2002,82229
12696,E,V2003,82229
12697,E,V2004,82229
12698,E,V2008,82229
12699,E,V2009,82229
12700,E,V2010,82239
12701,E,V2011,82239
12702,E,V2012,82239
12703,E,V2013,82239
12704,E,V2014,82239
12705,E,V2018,82239
12706,E,V2019,82239
12707,E,V2020,82229
12708,E,V2021,82229
12709,E,V2022,82229
12710,E,V2023,82229
12711,E,V2024,82229
12712,E,V2028,82229
12713,E,V2029,82229
12714,E,V2030,82429
12715,E,V2031,82429
12716,E,V2032,82429
12717,E,V2033,82429
12718,E,V2034,82429
12719,E,V2038,82429
12720,E,V2039,82429
12721,E,V2040,81425
12722,E,V2041,81425
12723,E,V2042,81425
12724,E,V2043,81425
12725,E,V2044,81425
12726,E,V2048,81425
12727,E,V2049,81425
12728,E,V2050,81335
12729,E,V2051,81335
12730,E,V2052,81335
12731,E,V2053,81335
12732,E,V2054,81335
12733,E,V2058,81335
12734,E,V2059,81335
12735,E,V2090,81325
12736,E,V2091,81325
12737,E,V2092,81325
12738,E,V2093,81325
12739,E,V2094,81325
12740,E,V2098,81325
12741,E,V2099,81325
12742,E,V2100,82229
12743,E,V2101,82229
12744,E,V2102,82229
12745,E,V2103,82229
12746,E,V2104,82229
12747,E,V2108,82229
12748,E,V2109,82229
12749,E,V2110,82239
12750,E,V2111,82239
12751,E,V2112,82239
12752,E,V2113,82239
12753,E,V2114,82239
12754,E,V2118,82239
12755,E,V2119,82239
12756,E,V2120,82229
12757,E,V2121,82229
12758,E,V2122,82229
12759,E,V2123,82229
12760,E,V2124,82229
12761,E,V2128,82229
12762,E,V2129,82229
12763,E,V2130,81325
12764,E,V2131,81325
12765,E,V2132,81325
12766,E,V2133,81325
12767,E,V2134,81325
12768,E,V2138,81325
12769,E,V2139,81325
12770,E,V2140,81325
12771,E,V2141,81325
12772,E,V2142,81325
12773,E,V2143,81325
12774,E,V2144,81325
12775,E,V2148,81325
12776,E,V2149,81325
12777,E,V2150,81335
12778,E,V2151,81335
12779,E,V2152,81335
12780,E,V2153,81335
12781,E,V2154,81335
12782,E,V2158,81335
12783,E,V2159,81335
12784,E,V2190,81325
12785,E,V2191,81325
12786,E,V2192,81325
12787,E,V2193,81325
12788,E,V2194,81325
12789,E,V2198,81325
12790,E,V2199,81325
12791,E,V2200,82129
12792,E,V2201,82129
12793,E,V2202,82129
12794,E,V2203,82129
12795,E,V2204,82129
12796,E,V2208,82129
12797,E,V2209,82129
12798,E,V2210,82139
12799,E,V2211,82139
12800,E,V2212,82139
12801,E,V2213,82139
12802,E,V2214,82139
12803,E,V2218,82139
12804,E,V2219,82139
12805,E,V2220,82129
12806,E,V2221,82129
12807,E,V2222,82129
12808,E,V2223,82129
12809,E,V2224,82129
12810,E,V2228,82129
12811,E,V2229,82129
12812,E,V2230,82229
12813,E,V2231,82229
12814,E,V2232,82229
12815,E,V2233,82229
12816,E,V2234,82229
12817,E,V2238,82229
12818,E,V2239,82229
12819,E,V2240,81125
12820,E,V2241,81125
12821,E,V2242,81125
12822,E,V2243,81125
12823,E,V2244,81125
12824,E,V2248,81125
12825,E,V2249,81125
12826,E,V2250,81135
12827,E,V2251,81135
12828,E,V2252,81135
12829,E,V2253,81135
12830,E,V2254,81135
12831,E,V2258,81135
12832,E,V2259,81135
12833,E,V2290,81125
12834,E,V2291,81125
12835,E,V2292,81125
12836,E,V2293,81125
12837,E,V2294,81125
12838,E,V2298,81125
12839,E,V2299,81125
12840,E,V2300,82129
12841,E,V2301,82129
12842,E,V2302,82129
12843,E,V2303,82129
12844,E,V2304,82129
12845,E,V2308,82129
12846,E,V2309,82129
12847,E,V2310,82139
12848,E,V2311,82139
12849,E,V2312,82139
12850,E,V2313,82139
12851,E,V2314,82139
12852,E,V2318,82139
12853,E,V2319,82139
12854,E,V2320,82129
12855,E,V2321,82129
12856,E,V2322,82129
12857,E,V2323,82129
12858,E,V2324,82129
12859,E,V2328,82129
12860,E,V2329,82129
12861,E,V2330,81125
12862,E,V2331,81125
12863,E,V2332,81125
12864,E,V2333,81125
12865,E,V2334,81125
12866,E,V2338,81125
12867,E,V2339,81125
12868,E,V2340,81125
12869,E,V2341,81125
12870,E,V2342,81125
12871,E,V2343,81125
12872,E,V2344,81125
12873,E,V2348,81125
12874,E,V2349,81125
12875,E,V2350,81135
12876,E,V2351,81135
12877,E,V2352,81135
12878,E,V2353,81135
12879,E,V2354,81135
12880,E,V2358,81135
12881,E,V2359,81135
12882,E,V2390,81125
12883,E,V2391,81125
12884,E,V2392,81125
12885,E,V2393,81125
12886,E,V2394,81125
12887,E,V2398,81125
12888,E,V2399,81125
12889,E,V2400,82229
12890,E,V2401,82229
12891,E,V2402,82229
12892,E,V2403,82229
12893,E,V2404,82229
12894,E,V2408,82229
12895,E,V2409,82229
12896,E,V2410,82239
12897,E,V2411,82239
12898,E,V2412,82239
12899,E,V2413,82239
12900,E,V2414,82239
12901,E,V2418,82239
12902,E,V2419,82239
12903,E,V2420,82229
12904,E,V2421,82229
12905,E,V2422,82229
12906,E,V2423,82229
12907,E,V2424,82229
12908,E,V2428,82229
12909,E,V2429,82229
12910,E,V2430,81225
12911,E,V2431,81225
12912,E,V2432,81225
12913,E,V2433,81225
12914,E,V2434,81225
12915,E,V2438,81225
12916,E,V2439,81225
12917,E,V2440,81225
12918,E,V2441,81225
12919,E,V2442,81225
12920,E,V2443,81225
12921,E,V2444,81225
12922,E,V2448,81225
12923,E,V2449,81225
12924,E,V2450,81235
12925,E,V2451,81235
12926,E,V2452,81235
12927,E,V2453,81235
12928,E,V2454,81235
12929,E,V2458,81235
12930,E,V2459,81235
12931,E,V2490,81225
12932,E,V2491,81225
12933,E,V2492,81225
12934,E,V2493,81225
12935,E,V2494,81225
12936,E,V2498,81225
12937,E,V2499,81225
12938,E,V2500,82228
12939,E,V2501,82228
12940,E,V2502,82228
12941,E,V2503,82228
12942,E,V2504,82228
12943,E,V2508,82228
12944,E,V2509,82228
12945,E,V2510,82238
12946,E,V2511,82238
12947,E,V2512,82238
12948,E,V2513,82238
12949,E,V2514,82238
12950,E,V2518,82238
12951,E,V2519,82238
12952,E,V2520,82228
12953,E,V2521,82228
12954,E,V2522,82228
12955,E,V2523,82228
12956,E,V2524,82228
12957,E,V2528,82228
12958,E,V2529,82228
12959,E,V2530,81025
12960,E,V2531,81025
12961,E,V2532,81025
12962,E,V2533,81025
12963,E,V2534,81025
12964,E,V2538,81025
12965,E,V2539,81025
12966,E,V2540,81025
12967,E,V2541,81025
12968,E,V2542,81025
12969,E,V2543,81025
12970,E,V2544,81025
12971,E,V2548,81025
12972,E,V2549,81025
12973,E,V2550,81035
12974,E,V2551,81035
12975,E,V2552,81035
12976,E,V2553,81035
12977,E,V2554,81035
12978,E,V2558,81035
12979,E,V2559,81035
12980,E,V2590,81025
12981,E,V2591,81025
12982,E,V2592,81025
12983,E,V2593,81025
12984,E,V2594,81025
12985,E,V2598,81025
12986,E,V2599,81025
12987,E,V2600,82229
12988,E,V2601,82229
12989,E,V2602,82229
12990,E,V2603,82229
12991,E,V2604,82229
12992,E,V2608,82229
12993,E,V2609,82229
12994,E,V2610,82239
12995,E,V2611,82239
12996,E,V2612,82239
12997,E,V2613,82239
12998,E,V2614,82239
12999,E,V2618,82239
13000,E,V2619,82239
13001,E,V2620,82229
13002,E,V2621,82229
13003,E,V2622,82229
13004,E,V2623,82229
13005,E,V2624,82229
13006,E,V2628,82229
13007,E,V2629,82229
13008,E,V2630,81325
13009,E,V2631,81325
13010,E,V2632,81325
13011,E,V2633,81325
13012,E,V2634,81325
13013,E,V2638,81325
13014,E,V2639,81325
13015,E,V2640,81325
13016,E,V2641,81325
13017,E,V2642,81325
13018,E,V2643,81325
13019,E,V2644,81325
13020,E,V2648,81325
13021,E,V2649,81325
13022,E,V2650,81325
13023,E,V2651,81325
13024,E,V2652,81325
13025,E,V2653,81325
13026,E,V2654,81325
13027,E,V2658,81325
13028,E,V2659,81325
13029,E,V2690,81325
13030,E,V2691,81325
13031,E,V2692,81325
13032,E,V2693,81325
13033,E,V2694,81325
13034,E,V2698,81325
13035,E,V2699,81325
13036,E,V2700,82329
13037,E,V2701,82329
13038,E,V2702,82329
13039,E,V2703,82329
13040,E,V2704,82329
13041,E,V2708,82329
13042,E,V2709,82329
13043,E,V2710,82339
13044,E,V2711,82339
13045,E,V2712,82339
13046,E,V2713,82339
13047,E,V2714,82339
13048,E,V2718,82339
13049,E,V2719,82339
13050,E,V2720,82329
13051,E,V2721,82329
13052,E,V2722,82329
13053,E,V2723,82329
13054,E,V2724,82329
13055,E,V2728,82329
13056,E,V2729,82329
13057,E,V2730,81525
13058,E,V2731,81525
13059,E,V2732,81525
13060,E,V2733,81525
13061,E,V2734,81525
13062,E,V2738,81525
13063,E,V2739,81525
13064,E,V2740,81525
13065,E,V2741,81525
13066,E,V2742,81525
13067,E,V2743,81525
13068,E,V2744,81525
13069,E,V2748,81525
13070,E,V2749,81525
13071,E,V2750,81535
13072,E,V2751,81535
13073,E,V2752,81535
13074,E,V2753,81535
13075,E,V2754,81535
13076,E,V2758,81535
13077,E,V2759,81535
13078,E,V2790,81525
13079,E,V2791,81525
13080,E,V2792,81525
13081,E,V2793,81525
13082,E,V2794,81525
13083,E,V2798,81525
13084,E,V2799,81525
13085,E,V2800,82529
13086,E,V2801,82529
13087,E,V2802,82529
13088,E,V2803,82529
13089,E,V2804,82529
13090,E,V2808,82529
13091,E,V2809,82529
13092,E,V2810,82539
13093,E,V2811,82539
13094,E,V2812,82539
13095,E,V2813,82539
13096,E,V2814,82539
13097,E,V2818,82539
13098,E,V2819,82539
13099,E,V2820,82529
13100,E,V2821,82529
13101,E,V2822,82529
13102,E,V2823,82529
13103,E,V2824,82529
13104,E,V2828,82529
13105,E,V2829,82529
13106,E,V2830,81735
13107,E,V2831,81735
13108,E,V2832,81735
13109,E,V2833,81735
13110,E,V2834,81735
13111,E,V2838,81735
13112,E,V2839,81735
13113,E,V2840,81825
13114,E,V2841,81825
13115,E,V2842,81825
13116,E,V2843,81825
13117,E,V2844,81825
13118,E,V2848,81825
13119,E,V2849,81825
13120,E,V2850,81835
13121,E,V2851,81835
13122,E,V2852,81835
13123,E,V2853,81835
13124,E,V2854,81835
13125,E,V2858,81835
13126,E,V2859,81835
13127,E,V2890,81825
13128,E,V2891,81825
13129,E,V2892,81825
13130,E,V2893,81825
13131,E,V2894,81825
13132,E,V2898,81825
13133,E,V2899,81825
13134,E,V2900,82229
13135,E,V2901,82229
13136,E,V2902,82229
13137,E,V2903,82229
